time_group,US dollar
2016-10,1.102604761904762
2016-11,1.0798954545454544
2016-12,1.0542904761904761
2017-01,1.0614409090909092
2017-02,1.064265
2017-03,1.0684695652173912
2017-04,1.0722666666666667
2017-05,1.10575
2017-06,1.1229454545454545
2017-07,1.1511142857142858
2017-08,1.1806739130434782
2017-09,1.191457142857143
2017-10,1.1755863636363637
2017-11,1.1738
2017-12,1.183621052631579
2018-01,1.2199499999999999
2018-02,1.23478
2018-03,1.2336190476190476
2018-04,1.22763
2018-05,1.1812227272727271
2018-06,1.1678285714285714
2018-07,1.1685727272727273
2018-08,1.154895652173913
2018-09,1.16587
2018-10,1.148404347826087
2018-11,1.1366863636363638
2018-12,1.138421052631579
2019-01,1.141640909090909
2019-02,1.135115
2019-03,1.130247619047619
2019-04,1.123825
2019-05,1.118459090909091
2019-06,1.12934
2019-07,1.1218391304347826
2019-08,1.1126227272727272
2019-09,1.1003904761904761
2019-10,1.1052565217391304
2019-11,1.1050952380952381
2019-12,1.111345
2020-01,1.1100363636363637
2020-02,1.0905
2020-03,1.106340909090909
2020-04,1.08619
2020-05,1.090185
2020-06,1.125459090909091
2020-07,1.1463391304347825
2020-08,1.1828095238095238
2020-09,1.179240909090909
2020-10,1.177518181818182
2020-11,1.1837904761904763
2020-12,1.2169727272727273
2021-01,1.217085
2021-02,1.20979
2021-03,1.1899086956521738
2021-04,1.19791
2021-05,1.2145904761904762
2021-06,1.204709090909091
2021-07,1.1821818181818182
2021-08,1.177181818181818
2021-09,1.1770318181818182
2021-10,1.160147619047619
2021-11,1.1414045454545454
2021-12,1.1303782608695652
2022-01,1.131447619047619
2022-02,1.13419
2022-03,1.101895652173913
2022-04,1.0818736842105263
2022-05,1.05785
2022-06,1.0565818181818183
2022-07,1.0178904761904761
2022-08,1.0128434782608695
2022-09,0.9903772727272727
2022-10,0.9825666666666667
2022-11,1.0201272727272725
2022-12,1.0588809523809524
2023-01,1.0769
2023-02,1.07151
2023-03,1.0705826086956522
2023-04,1.0967722222222223
2023-05,1.08675
2023-06,1.0839863636363636
2023-07,1.1058142857142859
2023-08,1.0908869565217392
2023-09,1.0683809523809524
2023-10,1.0562545454545456
2023-11,1.080822727272727
2023-12,1.0903052631578949
2024-01,1.0905136363636363
2024-02,1.0794714285714286
2024-03,1.0872199999999999
2024-04,1.0727761904761905
2024-05,1.0812227272727273
2024-06,1.0759
2024-07,1.084408695652174
2024-08,1.1012181818181819
2024-09,1.1106
2024-10,1.0904347826086955
2024-11,1.0630142857142857
2024-12,1.047875
2025-01,1.0353727272727271
2025-02,1.04125
2025-03,1.0806809523809524
2025-04,1.07955
